benchmark,mode,entries,miss_ns,plain_us,runtime_us,abs_overhead_us,abs_overhead_pct,proj_overhead_us,proj_overhead_pct,iommu_checks,iotlb_hits,iotlb_misses,iotlb_hit_rate_pct,smid_requests,smid_validations
mobilenetv2_75,plain,-,-,25503.015,25503.015,0.000,0.000%,-,-,-,-,-,-,0,0
mobilenetv2_75,aia-kd,-,-,25503.015,26574.651,1071.636,4.202%,889267.444,3486.911%,-,-,-,-,330767542,515
mobilenetv2_75,iommu_e8_m100ns,8,100,25503.015,159879.927,134376.912,526.906%,7060372.490,27684.462%,1630946222,1592186203,38760019,97.6235%,0,0
mobilenetv2_75,iommu_e8_m250ns,8,250,25503.015,251319.982,225816.967,885.452%,12961130.468,50821.954%,1630993233,1591883795,39109438,97.6021%,0,0
mobilenetv2_75,iommu_e8_m500ns,8,500,25503.015,401466.025,375963.010,1474.190%,22713553.252,89062.228%,1630210862,1591148353,39062509,97.6038%,0,0
mobilenetv2_75,iommu_e8_m1000ns,8,1000,25503.015,704524.807,679021.792,2662.516%,42244842.018,165646.462%,1630229016,1591166507,39062509,97.6039%,0,0
mobilenetv2_75,iommu_e16_m100ns,16,100,25503.015,101629.027,76126.012,298.498%,3259661.790,12781.476%,1629751678,1629750058,1620,99.9999%,0,0
mobilenetv2_75,iommu_e16_m250ns,16,250,25503.015,101617.178,76114.163,298.452%,3259943.282,12782.580%,1629770854,1629769234,1620,99.9999%,0,0
mobilenetv2_75,iommu_e16_m500ns,16,500,25503.015,101795.919,76292.904,299.152%,3260349.190,12784.172%,1629770852,1629769232,1620,99.9999%,0,0
mobilenetv2_75,iommu_e16_m1000ns,16,1000,25503.015,101968.603,76465.588,299.830%,3261182.992,12787.441%,1629783028,1629781408,1620,99.9999%,0,0
mobilenetv2_75,iommu_e32_m100ns,32,100,25503.015,101629.027,76126.012,298.498%,3259661.790,12781.476%,1629751678,1629750058,1620,99.9999%,0,0
mobilenetv2_75,iommu_e32_m250ns,32,250,25503.015,101617.178,76114.163,298.452%,3259943.282,12782.580%,1629770854,1629769234,1620,99.9999%,0,0
mobilenetv2_75,iommu_e32_m500ns,32,500,25503.015,101795.919,76292.904,299.152%,3260349.190,12784.172%,1629770852,1629769232,1620,99.9999%,0,0
mobilenetv2_75,iommu_e32_m1000ns,32,1000,25503.015,101968.603,76465.588,299.830%,3261182.992,12787.441%,1629783028,1629781408,1620,99.9999%,0,0
mobilenetv2_75,iommu_e64_m100ns,64,100,25503.015,101628.778,76125.763,298.497%,3259661.590,12781.475%,1629751672,1629750054,1618,99.9999%,0,0
mobilenetv2_75,iommu_e64_m250ns,64,250,25503.015,101616.929,76113.914,298.451%,3259942.882,12782.578%,1629770848,1629769230,1618,99.9999%,0,0
mobilenetv2_75,iommu_e64_m500ns,64,500,25503.015,101795.421,76292.406,299.151%,3260348.190,12784.168%,1629770852,1629769234,1618,99.9999%,0,0
mobilenetv2_75,iommu_e64_m1000ns,64,1000,25503.015,101967.607,76464.592,299.826%,3261180.992,12787.433%,1629783028,1629781410,1618,99.9999%,0,0
mobilenetv2_75,iommu_e256_m100ns,256,100,25503.015,101628.778,76125.763,298.497%,3259661.590,12781.475%,1629751672,1629750054,1618,99.9999%,0,0
mobilenetv2_75,iommu_e256_m250ns,256,250,25503.015,101616.929,76113.914,298.451%,3259942.882,12782.578%,1629770848,1629769230,1618,99.9999%,0,0
mobilenetv2_75,iommu_e256_m500ns,256,500,25503.015,101795.421,76292.406,299.151%,3260348.190,12784.168%,1629770852,1629769234,1618,99.9999%,0,0
mobilenetv2_75,iommu_e256_m1000ns,256,1000,25503.015,101967.607,76464.592,299.826%,3261180.992,12787.433%,1629783028,1629781410,1618,99.9999%,0,0
mobilenetv2_75,iommu_e2048_m100ns,2048,100,25503.015,101628.778,76125.763,298.497%,3259661.590,12781.475%,1629751672,1629750054,1618,99.9999%,0,0
mobilenetv2_75,iommu_e2048_m250ns,2048,250,25503.015,101616.929,76113.914,298.451%,3259942.882,12782.578%,1629770848,1629769230,1618,99.9999%,0,0
mobilenetv2_75,iommu_e2048_m500ns,2048,500,25503.015,101795.421,76292.406,299.151%,3260348.190,12784.168%,1629770852,1629769234,1618,99.9999%,0,0
mobilenetv2_75,iommu_e2048_m1000ns,2048,1000,25503.015,101967.607,76464.592,299.826%,3261180.992,12787.433%,1629783028,1629781410,1618,99.9999%,0,0
